,sentences,paragraph
346,"There is always a halt there of at least a minute, and it was
because of this that I first met Tom Buchanan’s mistress.",158
347,The fact that he had one was insisted upon wherever he was known.,159
348,"His
acquaintances resented the fact that he turned up in popular cafés
with her and, leaving her at a table, sauntered about, chatting with
whomsoever he knew.",159
349,"Though I was curious to see her, I had no desire
to meet her—but I did.",159
350,"I went up to New York with Tom on the train one
afternoon, and when we stopped by the ash-heaps he jumped to his feet
and, taking hold of my elbow, literally forced me from the car.",159
351,"“We’re getting off,” he insisted.",160
352,“I want you to meet my girl.”,160
353,"I think he’d tanked up a good deal at luncheon, and his determination
to have my company bordered on violence.",161
354,"The supercilious assumption
was that on Sunday afternoon I had nothing better to do.",161
355,"I followed him over a low whitewashed railroad fence, and we walked
back a hundred yards along the road under Doctor Eckleburg’s
persistent stare.",162
356,"The only building in sight was a small block of
yellow brick sitting on the edge of the waste land, a sort of compact
Main Street ministering to it, and contiguous to absolutely nothing.",162
357,"One of the three shops it contained was for rent and another was an
all-night restaurant, approached by a trail of ashes; the third was a
garage—Repairs.",162
358,George B. Wilson.,162
359,"Cars bought and sold.—and I followed
Tom inside.",162
360,"The interior was unprosperous and bare; the only car visible was the
dust-covered wreck of a Ford which crouched in a dim corner.",163
361,"It had
occurred to me that this shadow of a garage must be a blind, and that
sumptuous and romantic apartments were concealed overhead, when the
proprietor himself appeared in the door of an office, wiping his hands
on a piece of waste.",163
362,"He was a blond, spiritless man, anaemic, and
faintly handsome.",163
363,"When he saw us a damp gleam of hope sprang into his
light blue eyes.",163
364,"“Hello, Wilson, old man,” said Tom, slapping him jovially on the
shoulder.",164
365,“How’s business?”,164
366,"“I can’t complain,” answered Wilson unconvincingly.",165
367,"“When are you
going to sell me that car?”",165
368,“Next week; I’ve got my man working on it now.”,166
369,"“Works pretty slow, don’t he?”",167
370,"“No, he doesn’t,” said Tom coldly.",168
371,"“And if you feel that way about it,
maybe I’d better sell it somewhere else after all.”",168
372,"“I don’t mean that,” explained Wilson quickly.",169
373,“I just meant—”,169
374,His voice faded off and Tom glanced impatiently around the garage.,170
375,"Then I heard footsteps on a stairs, and in a moment the thickish
figure of a woman blocked out the light from the office door.",170
376,"She was
in the middle thirties, and faintly stout, but she carried her flesh
sensuously as some women can.",170
377,"Her face, above a spotted dress of dark
blue crêpe-de-chine, contained no facet or gleam of beauty, but there
was an immediately perceptible vitality about her as if the nerves of
her body were continually smouldering.",170
378,"She smiled slowly and, walking
through her husband as if he were a ghost, shook hands with Tom,
looking him flush in the eye.",170
379,"Then she wet her lips, and without
turning around spoke to her husband in a soft, coarse voice:",170
380,"“Get some chairs, why don’t you, so somebody can sit down.”",171
381,"“Oh, sure,” agreed Wilson hurriedly, and went toward the little
office, mingling immediately with the cement colour of the walls.",172
382,"A
white ashen dust veiled his dark suit and his pale hair as it veiled
everything in the vicinity—except his wife, who moved close to Tom.",172
383,"“I want to see you,” said Tom intently.",173
384,“Get on the next train.”,173
385,“All right.”,174
386,“I’ll meet you by the newsstand on the lower level.”,175
387,"She nodded and moved away from him just as George Wilson emerged with
two chairs from his office door.",176
388,We waited for her down the road and out of sight.,177
389,"It was a few days
before the Fourth of July, and a grey, scrawny Italian child was
setting torpedoes in a row along the railroad track.",177
390,"“Terrible place, isn’t it,” said Tom, exchanging a frown with Doctor
Eckleburg.",178
391,“Awful.”,179
392,“It does her good to get away.”,180
393,“Doesn’t her husband object?”,181
394,“Wilson?,182
395,He thinks she goes to see her sister in New York.,182
396,"He’s so
dumb he doesn’t know he’s alive.”",182
397,"So Tom Buchanan and his girl and I went up together to New York—or not
quite together, for Mrs. Wilson sat discreetly in another car.",183
398,"Tom
deferred that much to the sensibilities of those East Eggers who might
be on the train.",183
399,"She had changed her dress to a brown figured muslin, which stretched
tight over her rather wide hips as Tom helped her to the platform in
New York.",184
400,"At the newsstand she bought a copy of Town Tattle and a
moving-picture magazine, and in the station drugstore some cold cream
and a small flask of perfume.",184
401,"Upstairs, in the solemn echoing drive
she let four taxicabs drive away before she selected a new one,
lavender-coloured with grey upholstery, and in this we slid out from
the mass of the station into the glowing sunshine.",184
402,"But immediately she
turned sharply from the window and, leaning forward, tapped on the
front glass.",184
403,"“I want to get one of those dogs,” she said earnestly.",185
404,"“I want to get
one for the apartment.",185
405,They’re nice to have—a dog.”,185
406,"We backed up to a grey old man who bore an absurd resemblance to John
D. Rockefeller.",186
407,"In a basket swung from his neck cowered a dozen very
recent puppies of an indeterminate breed.",186
408,"“What kind are they?” asked Mrs. Wilson eagerly, as he came to the
taxi-window.",187
409,“All kinds.,188
410,"What kind do you want, lady?”",188
411,"“I’d like to get one of those police dogs; I don’t suppose you got
that kind?”",189
412,"The man peered doubtfully into the basket, plunged in his hand and
drew one up, wriggling, by the back of the neck.",190
413,"“That’s no police dog,” said Tom.",191
414,"“No, it’s not exactly a police dog,” said the man with disappointment
in his voice.",192
415,"“It’s more of an Airedale.” He passed his hand over the
brown washrag of a back.",192
