,lines,paragraph
528,"and don’t move about too much, or pay any attention to what Lord Henry",120
529,"says. He has a very bad influence over all his friends, with the single",120
530,exception of myself.”,120
531,Dorian Gray stepped up on the dais with the air of a young Greek,121
532,"martyr, and made a little _moue_ of discontent to Lord Henry, to whom",121
533,he had rather taken a fancy. He was so unlike Basil. They made a,121
534,delightful contrast. And he had such a beautiful voice. After a few,121
535,"moments he said to him, “Have you really a very bad influence, Lord",121
536,Henry? As bad as Basil says?”,121
537,"“There is no such thing as a good influence, Mr. Gray. All influence is",122
538,immoral—immoral from the scientific point of view.”,122
539,“Why?”,123
540,“Because to influence a person is to give him one’s own soul. He does,124
541,"not think his natural thoughts, or burn with his natural passions. His",124
542,"virtues are not real to him. His sins, if there are such things as",124
543,"sins, are borrowed. He becomes an echo of some one else’s music, an",124
544,actor of a part that has not been written for him. The aim of life is,124
545,self-development. To realize one’s nature perfectly—that is what each,124
546,"of us is here for. People are afraid of themselves, nowadays. They have",124
547,"forgotten the highest of all duties, the duty that one owes to one’s",124
548,"self. Of course, they are charitable. They feed the hungry and clothe",124
549,"the beggar. But their own souls starve, and are naked. Courage has gone",124
550,"out of our race. Perhaps we never really had it. The terror of society,",124
551,"which is the basis of morals, the terror of God, which is the secret of",124
552,religion—these are the two things that govern us. And yet—”,124
553,"“Just turn your head a little more to the right, Dorian, like a good",125
554,"boy,” said the painter, deep in his work and conscious only that a look",125
555,had come into the lad’s face that he had never seen there before.,125
556,"“And yet,” continued Lord Henry, in his low, musical voice, and with",126
557,that graceful wave of the hand that was always so characteristic of,126
558,"him, and that he had even in his Eton days, “I believe that if one man",126
559,"were to live out his life fully and completely, were to give form to",126
560,"every feeling, expression to every thought, reality to every dream—I",126
561,believe that the world would gain such a fresh impulse of joy that we,126
562,"would forget all the maladies of mediævalism, and return to the",126
563,"Hellenic ideal—to something finer, richer than the Hellenic ideal, it",126
564,may be. But the bravest man amongst us is afraid of himself. The,126
565,mutilation of the savage has its tragic survival in the self-denial,126
566,that mars our lives. We are punished for our refusals. Every impulse,126
567,that we strive to strangle broods in the mind and poisons us. The body,126
568,"sins once, and has done with its sin, for action is a mode of",126
569,"purification. Nothing remains then but the recollection of a pleasure,",126
570,or the luxury of a regret. The only way to get rid of a temptation is,126
571,"to yield to it. Resist it, and your soul grows sick with longing for",126
572,"the things it has forbidden to itself, with desire for what its",126
573,monstrous laws have made monstrous and unlawful. It has been said that,126
574,the great events of the world take place in the brain. It is in the,126
575,"brain, and the brain only, that the great sins of the world take place",126
576,"also. You, Mr. Gray, you yourself, with your rose-red youth and your",126
577,"rose-white boyhood, you have had passions that have made you afraid,",126
578,"thoughts that have filled you with terror, day-dreams and sleeping",126
579,dreams whose mere memory might stain your cheek with shame—”,126
580,"“Stop!” faltered Dorian Gray, “stop! you bewilder me. I don’t know what",127
581,"to say. There is some answer to you, but I cannot find it. Don’t speak.",127
582,"Let me think. Or, rather, let me try not to think.”",127
583,"For nearly ten minutes he stood there, motionless, with parted lips and",128
584,eyes strangely bright. He was dimly conscious that entirely fresh,128
585,influences were at work within him. Yet they seemed to him to have come,128
586,really from himself. The few words that Basil’s friend had said to,128
587,"him—words spoken by chance, no doubt, and with wilful paradox in",128
588,"them—had touched some secret chord that had never been touched before,",128
589,but that he felt was now vibrating and throbbing to curious pulses.,128
590,Music had stirred him like that. Music had troubled him many times. But,129
591,"music was not articulate. It was not a new world, but rather another",129
592,"chaos, that it created in us. Words! Mere words! How terrible they",129
593,"were! How clear, and vivid, and cruel! One could not escape from them.",129
594,And yet what a subtle magic there was in them! They seemed to be able,129
595,"to give a plastic form to formless things, and to have a music of their",129
596,own as sweet as that of viol or of lute. Mere words! Was there anything,129
597,so real as words?,129
598,Yes; there had been things in his boyhood that he had not understood.,130
599,He understood them now. Life suddenly became fiery-coloured to him. It,130
600,seemed to him that he had been walking in fire. Why had he not known,130
601,it?,130
602,"With his subtle smile, Lord Henry watched him. He knew the precise",131
603,psychological moment when to say nothing. He felt intensely interested.,131
604,"He was amazed at the sudden impression that his words had produced,",131
605,"and, remembering a book that he had read when he was sixteen, a book",131
606,"which had revealed to him much that he had not known before, he",131
607,wondered whether Dorian Gray was passing through a similar experience.,131
608,He had merely shot an arrow into the air. Had it hit the mark? How,131
609,fascinating the lad was!,131
610,"Hallward painted away with that marvellous bold touch of his, that had",132
611,"the true refinement and perfect delicacy that in art, at any rate comes",132
612,only from strength. He was unconscious of the silence.,132
613,"“Basil, I am tired of standing,” cried Dorian Gray suddenly. “I must go",133
614,out and sit in the garden. The air is stifling here.”,133
615,"“My dear fellow, I am so sorry. When I am painting, I can’t think of",134
616,anything else. But you never sat better. You were perfectly still. And,134
617,I have caught the effect I wanted—the half-parted lips and the bright,134
618,"look in the eyes. I don’t know what Harry has been saying to you, but",134
619,he has certainly made you have the most wonderful expression. I suppose,134
620,he has been paying you compliments. You mustn’t believe a word that he,134
621,says.”,134
622,“He has certainly not been paying me compliments. Perhaps that is the,135
