,lines,paragraph
524,"or me either, for that matter. At our time of life, it is not so",96
525,"pleasant, I can tell you, to be making new acquaintances every day; but",96
526,"for your sakes we would do anything. Lydia, my love, though you _are_",96
527,"the youngest, I dare say Mr. Bingley will dance with you at the next",96
528,ball.”,96
529,"“Oh,” said Lydia, stoutly, “I am not afraid; for though I _am_ the",97
530,"youngest, I’m the tallest.”",97
531,The rest of the evening was spent in conjecturing how soon he would,98
532,"return Mr. Bennet’s visit, and determining when they should ask him to",98
533,dinner.,98
534,[Illustration: “I’m the tallest”],99
535,[Illustration:,103
536,     “He rode a black horse”,104
537,],104
538,CHAPTER III.,108
539,[Illustration],110
540,"Not all that Mrs. Bennet, however, with the assistance of her five",111
541,"daughters, could ask on the subject, was sufficient to draw from her",111
542,husband any satisfactory description of Mr. Bingley. They attacked him,111
543,"in various ways, with barefaced questions, ingenious suppositions, and",111
544,distant surmises; but he eluded the skill of them all; and they were at,111
545,"last obliged to accept the second-hand intelligence of their neighbour,",111
546,Lady Lucas. Her report was highly favourable. Sir William had been,111
547,"delighted with him. He was quite young, wonderfully handsome, extremely",111
548,"agreeable, and, to crown the whole, he meant to be at the next assembly",111
549,with a large party. Nothing could be more delightful! To be fond of,111
550,dancing was a certain step towards falling in love; and very lively,111
551,hopes of Mr. Bingley’s heart were entertained.,111
552,"“If I can but see one of my daughters happily settled at Netherfield,”",112
553,"said Mrs. Bennet to her husband, “and all the others equally well",112
554,"married, I shall have nothing to wish for.”",112
555,"In a few days Mr. Bingley returned Mr. Bennet’s visit, and sat about ten",113
556,minutes with him in his library. He had entertained hopes of being,113
557,"admitted to a sight of the young ladies, of whose beauty he had heard",113
558,much; but he saw only the father. The ladies were somewhat more,113
559,"fortunate, for they had the advantage of ascertaining, from an upper",113
560,"window, that he wore a blue coat and rode a black horse.",113
561,An invitation to dinner was soon afterwards despatched; and already had,114
562,Mrs. Bennet planned the courses that were to do credit to her,114
563,"housekeeping, when an answer arrived which deferred it all. Mr. Bingley",114
564,"was obliged to be in town the following day, and consequently unable to",114
565,"accept the honour of their invitation, etc. Mrs. Bennet was quite",114
566,disconcerted. She could not imagine what business he could have in town,114
567,so soon after his arrival in Hertfordshire; and she began to fear that,114
568,"he might always be flying about from one place to another, and never",114
569,settled at Netherfield as he ought to be. Lady Lucas quieted her fears a,114
570,little by starting the idea of his,114
571,[Illustration:,115
572,     “When the Party entered”,116
573,[_Copyright 1894 by George Allen._]],117
574,being gone to London only to get a large party for the ball; and a,118
575,report soon followed that Mr. Bingley was to bring twelve ladies and,118
576,seven gentlemen with him to the assembly. The girls grieved over such a,118
577,number of ladies; but were comforted the day before the ball by hearing,118
578,"that, instead of twelve, he had brought only six with him from London,",118
579,his five sisters and a cousin. And when the party entered the,118
580,"assembly-room, it consisted of only five altogether: Mr. Bingley, his",118
581,"two sisters, the husband of the eldest, and another young man.",118
582,Mr. Bingley was good-looking and gentlemanlike: he had a pleasant,119
583,"countenance, and easy, unaffected manners. His sisters were fine women,",119
584,"with an air of decided fashion. His brother-in-law, Mr. Hurst, merely",119
585,looked the gentleman; but his friend Mr. Darcy soon drew the attention,119
586,"of the room by his fine, tall person, handsome features, noble mien, and",119
587,"the report, which was in general circulation within five minutes after",119
588,"his entrance, of his having ten thousand a year. The gentlemen",119
589,"pronounced him to be a fine figure of a man, the ladies declared he was",119
590,"much handsomer than Mr. Bingley, and he was looked at with great",119
591,"admiration for about half the evening, till his manners gave a disgust",119
592,which turned the tide of his popularity; for he was discovered to be,119
593,"proud, to be above his company, and above being pleased; and not all his",119
594,"large estate in Derbyshire could save him from having a most forbidding,",119
595,"disagreeable countenance, and being unworthy to be compared with his",119
596,friend.,119
597,Mr. Bingley had soon made himself acquainted with all the principal,120
598,"people in the room: he was lively and unreserved, danced every dance,",120
599,"was angry that the ball closed so early, and talked of giving one",120
600,himself at Netherfield. Such amiable qualities must speak for,120
601,themselves. What a contrast between him and his friend! Mr. Darcy danced,120
602,"only once with Mrs. Hurst and once with Miss Bingley, declined being",120
603,"introduced to any other lady, and spent the rest of the evening in",120
604,"walking about the room, speaking occasionally to one of his own party.",120
605,"His character was decided. He was the proudest, most disagreeable man in",120
606,"the world, and everybody hoped that he would never come there again.",120
607,"Amongst the most violent against him was Mrs. Bennet, whose dislike of",120
608,his general behaviour was sharpened into particular resentment by his,120
609,having slighted one of her daughters.,120
610,"Elizabeth Bennet had been obliged, by the scarcity of gentlemen, to sit",121
611,"down for two dances; and during part of that time, Mr. Darcy had been",121
612,standing near enough for her to overhear a conversation between him and,121
613,"Mr. Bingley, who came from the dance for a few minutes to press his",121
614,friend to join it.,121
615,"“Come, Darcy,” said he, “I must have you dance. I hate to see you",122
616,standing about by yourself in this stupid manner. You had much better,122
617,dance.”,122
618,"“I certainly shall not. You know how I detest it, unless I am",123
619,"particularly acquainted with my partner. At such an assembly as this, it",123
620,"would be insupportable. Your sisters are engaged, and there is not",123
621,another woman in the room whom it would not be a punishment to me to,123
622,stand up with.”,123
623,"“I would not be so fastidious as you are,” cried Bingley, “for a",124
624,"kingdom! Upon my honour, I never met with so many pleasant girls in my",124
625,"life as I have this evening; and there are several of them, you see,",124
